path,dft_dissociation_eng,Reaxff_dissociation_eng,error
0.0283_1.2885_10.9190/O-H-0.5,486.2680256067488,155.89101,330.3770156067488
0.0283_1.2885_10.9190/O-H-0.6,211.75781659133008,85.77608999999995,125.98172659133013
0.0283_1.2885_10.9190/O-H-0.8,23.22167642924291,14.265169999999955,8.956506429242953
0.0283_1.2885_10.9190/O-H-1.0,0.895698084813726,0.8846599999999967,0.011038084813729365
0.0283_1.2885_10.9190/O-H-1.2,21.13631033337356,20.656439999999975,0.47987033337358653
0.0283_1.2885_10.9190/O-H-1.4,49.19442300653224,51.993089999999995,2.798666993467755
0.0283_1.2885_10.9190/O-H-1.6,74.96587809391649,79.23096999999996,4.2650919060834696
0.0283_1.2885_10.9190/O-H-1.8,96.23222571047404,95.43626999999998,0.7959557104740611
0.0283_1.2885_10.9190/O-H-2.0,113.21396740210288,103.56914,9.644827402102877
0.0283_1.2885_10.9190/O-H-2.5,141.36457983597174,108.87385999999998,32.49071983597176
0.0283_1.2885_10.9190/O-H-3.0,156.93718790831412,109.8236,47.113587908314116
0.0283_1.2885_10.9190/O-H-0.95985,-2.02675558853116e-07,0.0,2.02675558853116e-07
